Unnamed: 0,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,Date,Source PM2.5 AQI Value,PM2.5 AQI Value,Source  AQI Value, AQI Value
21,21,10.2,18.9,4.4,1029.0,64.0,0.0,15.1,7.2,14.8,-, , , ,11/21/2010,AQS,53,,.
22,22,,,,,,,,,,,o, , ,11/22/2010,AQS,62,,.
23,23,,,,,,,,,,,o, , ,11/23/2010,AQS,39,,.
24,24,,,,,,,,,,, , , ,11/24/2010,AQS,23,,.
25,25,8.2,13.3,5.6,1021.4,58.0,0.76,15.9,8.9,18.3,-,o,o, ,11/25/2010,AQS,28,,.
26,26,12.1,16.1,6.1,1007.1,64.0,0.0,15.3,17.6,29.4,46.5,o, , ,11/26/2010,AQS,33,,.
27,27,5.3,16.1,0.6,1011.6,42.0,0.25,16.1,18.1,31.3,55.4, , , ,11/27/2010,AQS,24,,.
28,28,,,,,,,,,,, , , ,11/28/2010,AQS,29,,.
29,29,,,,,,,,,,, , , ,11/29/2010,AQS,68,,.
30,30,,,,,,,,,,,o, , ,11/30/2010,AQS,30,,.
1,1,13.5,18.3,5.0,1010.1,75.0,6.6,13.8,28.7,44.3,64.8,o, , ,12/01/2010,AQS,22,,.
2,2,3.4,6.1,0.6,1020.3,52.0,13.97,16.1,12.4,25.9,29.4, , , ,12/02/2010,AQS,40,,.
3,3,3.4,6.1,0.0,1020.3,54.0,0.0,16.1,13.7,20.6,31.3, , , ,12/03/2010,AQS,52,,.
4,4,,,,,,,,,,, , , ,12/04/2010,AQS,47,,.
5,5,,,,,,,,,,, , , ,12/05/2010,AQS,18,,.
6,6,,,,,,,,,,, , , ,12/06/2010,AQS,16,,.
7,7,-0.4,2.0,-2.0,1008.5,40.0,0.0,16.1,25.0,37.0,55.4, , , ,12/07/2010,AQS,30,,.
8,8,-1.1,2.8,-3.3,1017.0,42.0,0.0,16.1,19.8,33.5,42.4, , , ,12/08/2010,AQS,25,,.
9,9,-0.8,3.0,-3.0,1025.5,45.0,0.0,16.1,13.5,22.2,27.8, , , ,12/09/2010,AQS,54,,.
10,10,,,,,,,,,,, ,o, ,12/10/2010,AQS,65,,.
11,11,,,,,,,,,,,o, , ,12/11/2010,AQS,85,,.
12,12,,,,,,,,,,,o, , ,12/12/2010,AQS,44,,.
13,13,1.8,7.0,-3.0,995.1,57.0,11.68,14.6,23.5,35.2,59.4,o,o, ,12/13/2010,AQS,23,,.
14,14,-4.2,-2.8,-6.0,1006.0,43.0,0.0,15.4,29.1,40.7,57.2, ,o, ,12/14/2010,AQS,15,,.
15,15,-3.8,1.1,-6.1,1013.9,39.0,0.0,16.1,22.0,35.2,50, , , ,12/15/2010,AQS,28,,.
16,16,,,,,,,,,,, ,o, ,12/16/2010,AQS,51,,.
17,17,,,,,,,,,,, , , ,12/17/2010,AQS,62,,.
18,18,,,,,,,,,,, , , ,12/18/2010,AQS,86,,.
19,19,0.4,3.3,-5.0,1017.8,65.0,0.0,15.3,11.7,24.1,-, , , ,12/19/2010,AQS,79,,.
20,20,-0.6,3.0,-4.0,1017.0,56.0,0.0,16.1,19.8,33.5,44.3, , , ,12/20/2010,AQS,59,,.
21,21,0.9,5.0,-3.9,1017.6,52.0,0.0,16.1,19.8,33.5,44.3, , , ,12/21/2010,AQS,50,,.
22,22,,,,,,,,,,, , , ,12/22/2010,AQS,55,,.
23,23,,,,,,,,,,, , , ,12/23/2010,AQS,16,,.
24,24,,,,,,,,,,, , , ,12/24/2010,AQS,27,,.
25,25,1.1,5.0,-0.5,1018.7,57.0,0.0,15.9,12.6,18.3,-, ,o, ,12/25/2010,AQS,53,,.
26,26,-0.2,2.2,-2.2,1011.8,66.0,0.25,13.2,20.0,38.9,51.9, ,o, ,12/26/2010,AQS,43,,.
27,27,-0.6,3.0,-3.0,1003.8,42.0,0.0,15.3,35.9,51.9,75.9, ,o, ,12/27/2010,AQS,11,,.
28,28,,,,,,,,,,, , , ,12/28/2010,AQS,21,,.
29,29,,,,,,,,,,, , , ,12/29/2010,AQS,51,,.
30,30,,,,,,,,,,, , , ,12/30/2010,AQS,72,,.
31,31,4.0,10.0,-2.1,1022.9,60.0,0.0,16.1,7.6,13.0,-, , , ,12/31/2010,AQS,74,,.
1,1,6.6,14.4,0.0,1019.9,76.0,0.25,14.8,8.0,20.6,-,o, , ,01/01/2011,AQS,78,,.
2,2,10.9,15.0,1.1,1015.8,78.0,1.52,14.6,15.7,29.4,44.3,o, , ,01/02/2011,AQS,23,,.
3,3,1.7,15.0,-2.2,1023.2,40.0,0.0,16.1,20.2,29.4,40.7, , , ,01/03/2011,AQS,31,,.
4,4,,,,,,,,,,, , , ,01/04/2011,AQS,45,,.
5,5,,,,,,,,,,, , , ,01/05/2011,AQS,40,,.
6,6,,,,,,,,,,, , , ,01/06/2011,AQS,64,,.
7,7,1.2,5.0,-2.1,998.9,51.0,0.0,16.1,12.4,22.2,33.5, ,o, ,01/07/2011,AQS,49,,.
8,8,-0.2,1.7,-2.2,998.8,53.0,0.51,14.8,14.3,37.0,51.9, ,o, ,01/08/2011,AQS,44,,.
9,9,-2.3,2.2,-5.0,1015.4,41.0,0.0,16.1,24.8,35.2,57.2, , , ,01/09/2011,AQS,33,,.
10,10,,,,,,,,,,, , , ,01/10/2011,AQS,58,,.
11,11,,,,,,,,,,,o,o, ,01/11/2011,AQS,59,,.
12,12,,,,,,,,,,, ,o, ,01/12/2011,AQS,33,,.
13,13,-0.6,3.0,-3.0,1023.2,48.0,0.0,16.1,21.9,29.4,66.5, , , ,01/13/2011,AQS,52,,.
14,14,-1.3,3.0,-4.0,1029.5,49.0,0.0,16.1,12.4,25.9,38.9, , , ,01/14/2011,AQS,54,,.
15,15,1.2,8.0,-2.0,1022.7,53.0,0.0,16.1,7.6,20.6,-, , , ,01/15/2011,AQS,54,,.
16,16,,,,,,,,,,, , , ,01/16/2011,AQS,56,,.
17,17,,,,,,,,,,, ,o, ,01/17/2011,AQS,62,,.
18,18,,,,,,,,,,,o,o, ,01/18/2011,AQS,65,,.
19,19,4.5,11.7,-1.0,1009.0,81.0,0.51,9.2,8.9,27.8,38.9,o, , ,01/19/2011,AQS,54,,.
20,20,4.8,11.7,1.7,1017.5,51.0,0.0,16.1,15.0,31.3,38.9, , , ,01/20/2011,AQS,30,,.
21,21,1.6,6.7,-3.3,1009.6,48.0,0.25,15.6,22.2,38.9,57.2,o,o, ,01/21/2011,AQS,46,,.
22,22,,,,,,,,,,, , , ,01/22/2011,AQS,54,,.
23,23,,,,,,,,,,, , , ,01/23/2011,AQS,56,,.
24,24,,,,,,,,,,, , , ,01/24/2011,AQS,76,,.
25,25,1.0,7.8,-8.3,1023.6,60.0,0.0,16.1,9.4,18.3,-, , , ,01/25/2011,AQS,70,,.
26,26,2.0,7.8,-1.6,1014.2,80.0,5.59,7.9,16.7,33.5,42.4,o,o,o,01/26/2011,AQS,62,,.
27,27,1.6,3.0,0.0,1012.0,70.0,33.02,13.2,18.1,33.5,44.3, ,o, ,01/27/2011,AQS,56,,.
28,28,,,,,,,,,,, ,o, ,01/28/2011,AQS,68,,.
29,29,,,,,,,,,,, , , ,01/29/2011,AQS,53,,.
30,30,,,,,,,,,,, , , ,01/30/2011,AQS,77,,.
31,31,0.6,6.7,-2.7,1029.2,62.0,0.0,16.1,13.3,22.2,-, , , ,01/31/2011,AQS,58,,.
1,1,-0.2,3.0,-2.0,1025.5,77.0,0.0,10.1,3.3,11.1,-,o,o, ,02/01/2011,AQS,79,,.
2,2,3.9,13.3,-1.6,1012.9,85.0,19.3,8.7,12.2,37.0,61.1,o, , ,02/02/2011,AQS,30,,.
3,3,0.7,5.0,-2.0,1026.7,44.0,0.0,16.1,23.0,37.0,61.1, , , ,02/03/2011,AQS,26,,.
4,4,,,,,,,,,,, , , ,02/04/2011,AQS,45,,.
5,5,,,,,,,,,,,o, , ,02/05/2011,AQS,37,,.
6,6,,,,,,,,,,,o, , ,02/06/2011,AQS,55,,.
7,7,4.1,10.0,-1.1,1015.9,70.0,0.0,15.0,3.3,11.1,-, , , ,02/07/2011,AQS,72,,.
8,8,3.8,7.0,-1.0,1010.1,58.0,0.25,16.1,19.4,38.9,55.4,o, , ,02/08/2011,AQS,35,,.
9,9,-2.5,5.0,-7.2,1025.5,39.0,0.0,16.1,15.9,31.3,50, ,o, ,02/09/2011,AQS,29,,.
10,10,,,,,,,,,,, ,o, ,02/10/2011,AQS,43,,.
11,11,,,,,,,,,,, , , ,02/11/2011,AQS,60,,.
12,12,,,,,,,,,,, , , ,02/12/2011,AQS,54,,.
13,13,5.1,12.2,-4.9,1019.6,45.0,0.0,16.1,14.4,31.3,46.5, , , ,02/13/2011,AQS,37,,.
14,14,12.2,21.1,0.0,1007.8,33.0,0.0,16.1,25.2,44.3,70.2, , , ,02/14/2011,AQS,21,,.
15,15,5.4,10.0,0.6,1023.7,32.0,0.0,16.1,27.0,51.9,74.1, , , ,02/15/2011,AQS,23,,.
16,16,,,,,,,,,,, , , ,02/16/2011,AQS,37,,.
17,17,,,,,,,,,,, , , ,02/17/2011,AQS,66,,.
18,18,,,,,,,,,,, , , ,02/18/2011,AQS,54,,.
19,19,13.7,22.2,8.0,1013.3,16.0,0.0,16.1,32.4,51.9,85.2, , , ,02/19/2011,AQS,13,,.
20,20,4.9,15.0,0.0,1022.8,36.0,0.0,16.1,20.4,37.0,63, , , ,02/20/2011,AQS,25,,.
21,21,7.3,12.8,0.0,1009.5,52.0,0.51,15.4,15.7,29.4,37,o,o, ,02/21/2011,AQS,45,,.
22,22,,,,,,,,,,,o,o, ,02/22/2011,AQS,33,,.
23,23,,,,,,,,,,, , , ,02/23/2011,AQS,56,,.
24,24,,,,,,,,,,,o, , ,02/24/2011,AQS,57,,.
25,25,9.8,19.4,-0.5,1008.3,78.0,3.3,11.6,22.2,59.4,92.4,o, , ,02/25/2011,AQS,52,,.
26,26,5.0,9.4,2.0,1021.1,50.0,5.08,16.1,15.4,40.7,50, , , ,02/26/2011,AQS,30,,.
27,27,7.1,15.6,1.7,1015.0,67.0,0.0,16.1,9.4,18.3,-, , , ,02/27/2011,AQS,53,,.
28,28,,,,,,,,,,,o, ,o,02/28/2011,AQS,56,,.
1,1,5.5,13.3,0.6,1021.5,57.0,13.21,16.1,17.8,40.7,51.9,o, , ,03/01/2011,AQS,35,,.
2,2,6.9,18.0,1.0,1023.2,48.0,0.0,16.1,16.1,35.2,51.9, , , ,03/02/2011,AQS,38,,.
3,3,2.3,11.1,-3.0,1034.1,29.0,0.0,16.1,20.0,37.0,46.5, , , ,03/03/2011,AQS,25,,.
4,4,,,,,,,,,,, , , ,03/04/2011,AQS,29,,.
5,5,,,,,,,,,,,o, , ,03/05/2011,AQS,20,,.
6,6,,,,,,,,,,,o, , ,03/06/2011,AQS,15,,.
7,7,3.7,14.4,0.6,1016.1,63.0,7.62,14.5,28.2,46.5,68.3,o,o, ,03/07/2011,AQS,20,,.
8,8,5.3,11.1,0.0,1030.5,38.0,0.0,16.1,7.6,14.8,-, , , ,03/08/2011,AQS,27,,.
9,9,5.5,11.1,0.0,1031.7,67.0,0.0,16.1,13.7,25.9,35.2, , , ,03/09/2011,AQS,33,,.
10,10,,,,,,,,,,,o, , ,03/10/2011,AQS,19,,.
11,11,,,,,,,,,,,o, , ,03/11/2011,AQS,19,,.
12,12,,,,,,,,,,, , , ,03/12/2011,AQS,51,,.
13,13,11.1,15.0,1.1,1015.9,52.0,0.0,16.1,14.4,27.8,42.4, , , ,03/13/2011,AQS,40,,.
14,14,6.9,15.0,2.8,1027.1,50.0,0.0,16.1,11.7,24.1,31.7, , , ,03/14/2011,AQS,45,,.
15,15,6.8,11.7,1.7,1029.9,58.0,0.0,16.1,11.1,22.2,40.7, , , ,03/15/2011,AQS,34,,.
16,16,,,,,,,,,,,o, , ,03/16/2011,AQS,39,,.
17,17,,,,,,,,,,, , , ,03/17/2011,AQS,45,,.
18,18,,,,,,,,,,, , , ,03/18/2011,AQS,49,,.
19,19,16.7,26.7,8.9,1021.0,40.0,0.0,16.1,23.3,40.7,50, , , ,03/19/2011,AQS,29,,.
20,20,8.2,20.0,3.3,1034.5,43.0,0.0,16.1,14.1,27.8,-, , , ,03/20/2011,AQS,26,,.
21,21,10.7,21.1,3.3,1022.0,67.0,4.06,15.6,20.2,27.8,38.9,o, ,o,03/21/2011,AQS,38,,.
22,22,,,,,,,,,,, , , ,03/22/2011,AQS,52,,.
23,23,,,,,,,,,,,o, , ,03/23/2011,AQS,38,,.
24,24,,,,,,,,,,,o, , ,03/24/2011,AQS,29,,.
25,25,3.9,9.4,0.0,1016.1,53.0,1.27,16.1,16.1,25.9,37, , , ,03/25/2011,AQS,28,,.
26,26,4.4,9.4,0.0,1017.5,37.0,0.0,16.1,14.1,22.2,29.4, , , ,03/26/2011,AQS,35,,.
27,27,3.7,7.8,-1.0,1016.9,48.0,0.51,14.3,13.1,18.3,27.8, ,o, ,03/27/2011,AQS,36,,.
28,28,,,,,,,,,,, , , ,03/28/2011,AQS,28,,.
29,29,,,,,,,,,,, , , ,03/29/2011,AQS,25,,.
30,30,,,,,,,,,,, , , ,03/30/2011,AQS,40,,.
31,31,4.0,8.9,2.8,1008.6,93.0,4.06,10.9,14.8,20.6,-,o, , ,03/31/2011,AQS,43,,.
1,1,5.9,10.0,2.8,1001.5,73.0,2.79,13.8,18.5,31.7,46.5,o, , ,04/01/2011,AQS,40,,.
2,2,6.7,11.1,2.2,1004.7,63.0,2.03,15.6,13.7,44.6,66.5,o, , ,04/02/2011,AQS,59,,.
3,3,9.2,15.6,2.2,1015.6,48.0,1.02,16.1,13.9,33.5,44.6, , , ,04/03/2011,AQS,44,,.
4,4,,,,,,,,,,, , , ,04/04/2011,AQS,34,,.
5,5,,,,,,,,,,,o, , ,04/05/2011,AQS,23,,.
6,6,,,,,,,,,,, , , ,04/06/2011,AQS,24,,.
7,7,13.3,20.6,2.2,1015.6,52.0,0.0,15.8,11.7,20.6,-, , , ,04/07/2011,AQS,60,,.
8,8,9.1,14.4,6.0,1021.4,77.0,0.51,13.7,14.1,29.4,-,o, , ,04/08/2011,AQS,54,,.
9,9,7.3,10.6,5.6,1021.0,89.0,8.64,14.2,11.9,27.8,-,o, , ,04/09/2011,AQS,45,,.
10,10,,,,,,,,,,, , , ,04/10/2011,AQS,53,,.
11,11,,,,,,,,,,, , , ,04/11/2011,AQS,58,,.
12,12,,,,,,,,,,,o, , ,04/12/2011,AQS,25,,.
13,13,11.4,14.4,9.0,1010.7,86.0,11.18,13.7,17.0,25.9,37,o, , ,04/13/2011,AQS,23,,.
14,14,13.8,21.7,7.8,1017.5,53.0,1.52,16.1,9.3,16.5,-, , , ,04/14/2011,AQS,36,,.
15,15,14.2,21.7,7.8,1023.8,61.0,0.0,16.1,12.6,33.5,44.6, , , ,04/15/2011,AQS,46,,.
16,16,,,,,,,,,,,o, , ,04/16/2011,AQS,33,,.
17,17,,,,,,,,,,,o, , ,04/17/2011,AQS,25,,.
18,18,,,,,,,,,,, , , ,04/18/2011,AQS,53,,.
19,19,16.9,23.3,10.6,1014.6,59.0,0.0,16.1,12.0,20.6,-,o, , ,04/19/2011,AQS,63,,.
20,20,18.8,30.0,11.1,1011.4,65.0,0.25,15.3,15.2,37.0,50, , , ,04/20/2011,AQS,58,,.
21,21,16.2,30.0,11.1,1019.9,40.0,0.0,16.1,23.0,38.9,57.6, , , ,04/21/2011,AQS,38,,.
22,22,,,,,,,,,,,o, , ,04/22/2011,AQS,32,,.
23,23,,,,,,,,,,,o, , ,04/23/2011,AQS,38,,.
24,24,,,,,,,,,,, , , ,04/24/2011,AQS,54,,.
25,25,20.7,29.4,13.9,1015.3,80.0,18.8,12.9,10.7,31.7,-, , , ,04/25/2011,AQS,59,,.
26,26,22.6,28.3,14.4,1012.9,69.0,0.0,16.1,21.7,29.4,46.5, , , ,04/26/2011,AQS,36,,.
27,27,22.1,28.3,17.8,1012.5,82.0,0.0,16.1,20.6,33.5,46.5,o, ,o,04/27/2011,AQS,52,,.
28,28,,,,,,,,,,,o, , ,04/28/2011,AQS,40,,.
29,29,,,,,,,,,,, , , ,04/29/2011,AQS,28,,.
30,30,,,,,,,,,,, , , ,04/30/2011,AQS,20,,.
1,1,13.6,20.0,10.6,1024.7,71.0,0.25,16.1,8.1,16.5,-, , , ,05/01/2011,AQS,36,,.
2,2,17.1,25.0,10.6,1022.3,73.0,0.25,16.1,11.1,22.2,-,o, , ,05/02/2011,AQS,49,,.
3,3,21.6,27.2,12.8,1016.7,70.0,0.0,15.6,19.8,40.7,53.5, , , ,05/03/2011,AQS,56,,.
4,4,,,,,,,,,,,o, , ,05/04/2011,AQS,20,,.
5,5,,,,,,,,,,, , , ,05/05/2011,AQS,27,,.
6,6,,,,,,,,,,, , , ,05/06/2011,AQS,40,,.
7,7,13.8,18.0,11.7,1012.7,71.0,0.0,16.1,9.3,14.8,-, , , ,05/07/2011,AQS,40,,.
8,8,17.7,23.3,10.6,1012.9,56.0,0.0,16.1,7.4,18.3,33.5, , , ,05/08/2011,AQS,52,,.
9,9,17.4,23.3,11.7,1014.6,60.0,0.0,16.1,10.7,20.6,33.5, , , ,05/09/2011,AQS,48,,.
10,10,,,,,,,,,,, , , ,05/10/2011,AQS,27,,.
11,11,,,,,,,,,,, , , ,05/11/2011,AQS,34,,.
12,12,,,,,,,,,,, , , ,05/12/2011,AQS,47,,.
13,13,17.2,23.3,12.2,1013.1,85.0,0.0,15.3,11.7,25.9,-,o, , ,05/13/2011,AQS,59,,.
14,14,16.6,19.4,15.0,1008.4,90.0,0.0,13.7,9.6,18.3,-,o, , ,05/14/2011,AQS,40,,.
15,15,19.2,23.9,15.0,1001.3,88.0,12.19,14.5,11.5,25.9,42.4,o, , ,05/15/2011,AQS,45,,.
16,16,,,,,,,,,,,o, ,o,05/16/2011,AQS,48,,.
17,17,,,,,,,,,,,o, , ,05/17/2011,AQS,33,,.
18,18,,,,,,,,,,,o, , ,05/18/2011,AQS,35,,.
19,19,17.7,22.2,14.4,1013.6,84.0,4.06,16.1,5.2,16.5,-,o, , ,05/19/2011,AQS,42,,.
20,20,17.7,22.2,12.8,1016.0,71.0,3.05,16.1,10.4,20.6,-,o, , ,05/20/2011,AQS,59,,.
21,21,20.5,28.3,12.8,1015.2,61.0,0.0,16.1,8.9,18.3,-, , , ,05/21/2011,AQS,49,,.
22,22,,,,,,,,,,, , , ,05/22/2011,AQS,59,,.
23,23,,,,,,,,,,,o, , ,05/23/2011,AQS,69,,.
24,24,,,,,,,,,,,o, ,o,05/24/2011,AQS,60,,.
25,25,24.0,30.6,18.3,1012.4,69.0,0.0,16.1,10.4,24.1,-,o, ,o,05/25/2011,AQS,57,,.
26,26,25.9,33.3,18.3,1010.8,68.0,0.0,13.8,13.0,24.1,33.5, , , ,05/26/2011,AQS,80,,.
27,27,26.4,33.3,20.0,1012.9,61.0,0.0,16.1,16.1,55.4,72.2,o, ,o,05/27/2011,AQS,57,,.
28,28,,,,,,,,,,,o, ,o,05/28/2011,AQS,38,,.
29,29,,,,,,,,,,, , , ,05/29/2011,AQS,67,,.
30,30,,,,,,,,,,, , , ,05/30/2011,AQS,76,,.
31,31,29.7,36.7,21.7,1020.8,60.0,0.0,14.0,7.0,14.8,-, , , ,05/31/2011,AQS,93,,.
1,1,29.4,36.7,24.4,1019.7,65.0,0.0,11.9,13.1,25.9,40.7,o, , ,06/01/2011,AQS,90,,.
2,2,27.6,36.7,23.3,1016.2,36.0,4.06,15.4,19.6,35.2,51.9, , , ,06/02/2011,AQS,33,,.
3,3,22.4,27.2,17.0,1019.9,33.0,0.0,16.1,18.3,24.1,33.5, , , ,06/03/2011,AQS,23,,.
4,4,,,,,,,,,,, , , ,06/04/2011,AQS,90,,.
5,5,,,,,,,,,,, , , ,06/05/2011,AQS,61,,.
6,6,,,,,,,,,,, , , ,06/06/2011,AQS,56,,.
7,7,25.8,32.2,18.9,1015.7,57.0,0.0,15.9,12.0,22.2,33.5, , , ,06/07/2011,AQS,64,,.
8,8,28.9,36.7,22.2,1014.1,58.0,0.0,14.8,9.3,16.5,27.8, , , ,06/08/2011,AQS,88,,.
9,9,28.8,31.1,26.7,1013.1,76.0,0.0,11.3,9.8,13.0,-, , , ,06/09/2011,AQS,89,,.
10,10,,,,,,,,,,, , , ,06/10/2011,AQS,79,,.
11,11,,,,,,,,,,, , , ,06/11/2011,AQS,72,,.
12,12,,,,,,,,,,,o, ,o,06/12/2011,AQS,64,,.
13,13,23.1,32.2,18.3,1012.6,54.0,1.78,16.1,19.4,33.5,42.4, , , ,06/13/2011,AQS,37,,.
14,14,21.7,27.2,17.8,1013.0,47.0,0.0,16.1,17.8,27.8,40.7, , , ,06/14/2011,AQS,67,,.
15,15,21.8,28.9,15.0,1014.4,47.0,0.0,16.1,14.1,24.1,25.9, , , ,06/15/2011,AQS,43,,.
16,16,,,,,,,,,,,o, , ,06/16/2011,AQS,55,,.
17,17,,,,,,,,,,,o, ,o,06/17/2011,AQS,48,,.
18,18,,,,,,,,,,, , , ,06/18/2011,AQS,56,,.
19,19,26.4,31.7,20.6,1009.8,63.0,0.0,16.1,6.1,11.1,-, , , ,06/19/2011,AQS,66,,.
20,20,23.1,28.9,19.4,1011.4,74.0,7.87,14.3,10.0,16.5,-,o, , ,06/20/2011,AQS,58,,.
21,21,24.3,30.6,19.4,1013.4,76.0,1.27,16.1,12.6,16.5,-,o, , ,06/21/2011,AQS,56,,.
22,22,,,,,,,,,,, , , ,06/22/2011,AQS,53,,.
23,23,,,,,,,,,,, , , ,06/23/2011,AQS,46,,.
24,24,,,,,,,,,,, , , ,06/24/2011,AQS,31,,.
25,25,26.1,32.2,22.2,1009.9,48.0,0.0,16.1,13.0,20.6,35.2, , , ,06/25/2011,AQS,47,,.
26,26,24.9,30.0,19.4,1014.6,50.0,0.0,16.1,9.3,20.6,25.9, , , ,06/26/2011,AQS,45,,.
27,27,25.1,30.0,19.4,1015.9,62.0,0.51,15.9,7.6,18.3,-, , , ,06/27/2011,AQS,63,,.
28,28,,,,,,,,,,, , , ,06/28/2011,AQS,56,,.
29,29,,,,,,,,,,, , , ,06/29/2011,AQS,46,,.
30,30,,,,,,,,,,, , , ,06/30/2011,AQS,40,,.
1,1,27.1,32.8,20.6,1016.2,36.0,0.0,16.1,8.3,16.5,25.9, , , ,07/01/2011,AQS,54,,.
2,2,27.6,35.0,20.0,1017.6,40.0,0.0,16.1,6.7,18.3,-, , , ,07/02/2011,AQS,63,,.
3,3,27.8,35.0,20.0,1013.6,60.0,17.53,14.5,15.7,57.6,-,o, , ,07/03/2011,AQS,68,,.
4,4,,,,,,,,,,,o, ,o,07/04/2011,AQS,97,,.
5,5,,,,,,,,,,, , , ,07/05/2011,AQS,64,,.
6,6,,,,,,,,,,,o, , ,07/06/2011,AQS,69,,.
7,7,28.1,35.0,22.8,1013.2,65.0,1.78,14.2,11.5,20.6,-, , , ,07/07/2011,AQS,70,,.
8,8,27.4,35.0,22.8,1010.9,71.0,0.0,14.8,13.9,29.4,-,o, , ,07/08/2011,AQS,62,,.
9,9,26.8,33.3,22.2,1011.1,61.0,15.24,15.0,11.5,20.6,31.7, , , ,07/09/2011,AQS,55,,.
10,10,,,,,,,,,,, , , ,07/10/2011,AQS,67,,.
11,11,,,,,,,,,,, , , ,07/11/2011,AQS,64,,.
12,12,,,,,,,,,,, , ,o,07/12/2011,AQS,54,,.
13,13,29.7,34.0,23.0,1009.6,54.0,0.0,15.3,10.0,38.9,-,o, ,o,07/13/2011,AQS,67,,.
14,14,25.2,33.9,20.0,1015.0,52.0,26.67,15.6,15.7,24.1,31.7, , , ,07/14/2011,AQS,26,,.
15,15,24.1,29.4,20.0,1018.9,57.0,0.0,16.1,12.2,16.5,27.8, , , ,07/15/2011,AQS,26,,.
16,16,,,,,,,,,,, , , ,07/16/2011,AQS,26,,.
17,17,,,,,,,,,,, , , ,07/17/2011,AQS,39,,.
18,18,,,,,,,,,,, , , ,07/18/2011,AQS,82,,.
19,19,30.2,36.1,22.8,1010.8,60.0,0.0,15.1,10.2,20.6,29.4, , , ,07/19/2011,AQS,72,,.
20,20,28.9,36.1,25.0,1010.8,70.0,6.1,14.5,6.7,16.5,27.8,o, ,o,07/20/2011,AQS,89,,.
21,21,31.3,37.2,25.0,1010.4,68.0,0.0,10.3,14.6,24.1,31.7, , , ,07/21/2011,AQS,94,,.
22,22,,,,,,,,,,, , , ,07/22/2011,AQS,85,,.
23,23,,,,,,,,,,, , , ,07/23/2011,AQS,75,,.
24,24,,,,,,,,,,, , , ,07/24/2011,AQS,77,,.
25,25,29.3,36.1,25.6,1010.9,70.0,0.0,13.2,6.1,27.8,-,o, ,o,07/25/2011,AQS,62,,.
26,26,28.8,35.0,24.4,1008.2,55.0,5.08,15.6,12.0,25.9,-, , , ,07/26/2011,AQS,52,,.
27,27,30.1,35.0,24.4,1011.9,40.0,0.0,16.1,14.3,24.1,35.2, , , ,07/27/2011,AQS,42,,.
28,28,,,,,,,,,,, , , ,07/28/2011,AQS,67,,.
29,29,,,,,,,,,,, , , ,07/29/2011,AQS,81,,.
30,30,,,,,,,,,,, , , ,07/30/2011,AQS,51,,.
31,31,31.6,37.2,26.7,1016.3,41.0,0.0,16.1,8.9,20.6,31.7, , , ,07/31/2011,AQS,52,,.
1,1,30.3,37.8,23.9,1014.7,50.0,0.0,16.1,12.6,25.9,37, , , ,08/01/2011,AQS,58,,.
2,2,29.2,37.8,23.3,1010.5,48.0,0.0,16.1,13.5,27.8,38.9, , , ,08/02/2011,AQS,58,,.
3,3,28.9,36.7,23.3,1007.1,57.0,0.0,15.0,11.7,33.5,42.4,o, , ,08/03/2011,AQS,91,,.
4,4,,,,,,,,,,, , , ,08/04/2011,AQS,72,,.
5,5,,,,,,,,,,, , , ,08/05/2011,AQS,54,,.
6,6,,,,,,,,,,,o, , ,08/06/2011,AQS,60,,.
7,7,28.2,36.1,23.3,1008.0,74.0,1.02,14.8,15.6,42.4,-,o, ,o,08/07/2011,AQS,68,,.
8,8,28.5,36.1,24.4,1004.1,62.0,17.02,16.1,13.7,25.9,33.5, , , ,08/08/2011,AQS,69,,.
9,9,29.6,35.0,24.4,1002.6,58.0,0.0,15.3,7.4,20.6,25.9, , , ,08/09/2011,AQS,76,,.
10,10,,,,,,,,,,, , , ,08/10/2011,AQS,59,,.
11,11,,,,,,,,,,, , , ,08/11/2011,AQS,62,,.
12,12,,,,,,,,,,, , , ,08/12/2011,AQS,60,,.
13,13,25.8,32.2,21.1,1017.0,64.0,0.0,15.8,12.2,46.5,63,o, ,o,08/13/2011,AQS,80,,.
14,14,25.2,30.0,22.8,1009.1,81.0,10.92,15.0,15.7,25.9,37,o, , ,08/14/2011,AQS,43,,.
15,15,24.3,30.0,20.0,1005.9,73.0,34.29,15.4,13.9,42.4,-, , ,o,08/15/2011,AQS,29,,.
16,16,,,,,,,,,,, , , ,08/16/2011,AQS,47,,.
17,17,,,,,,,,,,, , , ,08/17/2011,AQS,48,,.
18,18,,,,,,,,,,,o, ,o,08/18/2011,AQS,55,,.
19,19,25.9,31.1,21.1,1013.1,70.0,2.03,14.5,7.4,44.6,-,o, , ,08/19/2011,AQS,57,,.
20,20,24.6,31.7,20.6,1015.2,70.0,38.86,13.8,6.9,24.1,-,o, ,o,08/20/2011,AQS,51,,.
21,21,26.9,32.2,20.6,1013.6,73.0,0.0,15.1,16.1,27.8,38.9,o, ,o,08/21/2011,AQS,58,,.
22,22,,,,,,,,,,, , , ,08/22/2011,AQS,33,,.
24,24,,,,,,,,,,, , , ,08/24/2011,AQS,49,,.
25,25,25.9,30.6,18.3,1012.7,73.0,0.0,15.1,16.3,31.7,38.9,o, , ,08/25/2011,AQS,61,,.
