Unnamed: 0,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,Date,Source PM2.5 AQI Value,PM2.5 AQI Value,Source  AQI Value, AQI Value
27,27,25.4,31.1,17.2,1017.7,68.0,0.0,16.1,13.7,22.2,-, , , ,05/27/2016,AQS,66,,.
28,28,,,,,,,,,,, , , ,05/28/2016,AQS,57,,.
29,29,,,,,,,,,,,o, , ,05/29/2016,AQS,28,,.
30,30,,,,,,,,,,,o, , ,05/30/2016,AQS,31,,.
31,31,24.7,30.6,20.0,1014.5,74.0,0.0,16.1,8.0,18.3,-, , , ,05/31/2016,AQS,35,,.
1,1,25.4,30.6,20.6,1016.6,70.0,0.0,15.8,8.9,29.4,-, , , ,06/01/2016,AQS,41,,.
2,2,23.4,30.6,20.0,1018.1,75.0,0.0,16.1,8.1,16.5,-, , , ,06/02/2016,AQS,23,,.
3,3,23.7,27.8,20.0,1016.8,84.0,0.0,14.8,9.8,20.6,-,o, , ,06/03/2016,AQS,37,,.
4,4,,,,,,,,,,, , , ,06/04/2016,AQS,39,,.
5,5,,,,,,,,,,,o, , ,06/05/2016,AQS,23,,.
6,6,,,,,,,,,,, , , ,06/06/2016,AQS,26,,.
7,7,25.4,30.6,20.6,1002.6,61.0,0.0,16.1,14.3,40.7,55.4,o, , ,06/07/2016,AQS,31,,.
8,8,20.9,30.6,17.2,1007.2,44.0,0.0,16.1,23.9,37.0,64.8, , , ,06/08/2016,AQS,36,,.
9,9,20.3,27.8,11.7,1013.8,42.0,0.0,16.1,15.2,25.9,38.9, , , ,06/09/2016,AQS,25,,.
10,10,,,,,,,,,,, , , ,06/10/2016,AQS,30,,.
11,11,,,,,,,,,,, , , ,06/11/2016,AQS,56,,.
12,12,,,,,,,,,,, , , ,06/12/2016,AQS,46,,.
13,13,22.7,33.9,17.8,1012.8,39.0,0.0,16.1,20.2,27.8,38.9, , , ,06/13/2016,AQS,24,,.
14,14,24.1,27.2,17.8,1013.7,41.0,0.0,16.1,13.9,24.1,-, , , ,06/14/2016,AQS,27,,.
15,15,22.8,28.3,18.9,1014.8,65.0,0.0,16.1,11.1,20.6,-,o, , ,06/15/2016,AQS,44,,.
16,16,,,,,,,,,,,o, , ,06/16/2016,AQS,53,,.
17,17,,,,,,,,,,,o, ,o,06/17/2016,AQS,29,,.
18,18,,,,,,,,,,, , , ,06/18/2016,AQS,27,,.
19,19,24.8,32.2,18.3,1026.6,45.0,0.0,16.1,11.9,24.1,-, , , ,06/19/2016,AQS,28,,.
20,20,26.3,32.8,18.3,1022.3,46.0,0.0,16.1,11.5,20.6,-, , , ,06/20/2016,AQS,38,,.
21,21,26.7,32.8,20.0,1013.1,61.0,0.0,16.1,15.2,33.5,46.5,o, ,o,06/21/2016,AQS,37,,.
22,22,,,,,,,,,,, , , ,06/22/2016,AQS,35,,.
23,23,,,,,,,,,,,o, ,o,06/23/2016,AQS,28,,.
24,24,,,,,,,,,,, , , ,06/24/2016,AQS,40,,.
25,25,24.9,30.0,21.7,1020.1,64.0,0.0,16.1,14.3,22.2,-, , , ,06/25/2016,AQS,41,,.
26,26,24.9,30.0,18.9,1022.8,52.0,0.0,16.1,7.8,16.5,-, , , ,06/26/2016,AQS,35,,.
27,27,24.7,30.6,18.9,1018.6,67.0,0.0,16.1,16.3,27.8,-,o, , ,06/27/2016,AQS,47,,.
28,28,,,,,,,,,,,o, ,o,06/28/2016,AQS,51,,.
29,29,,,,,,,,,,,o, ,o,06/29/2016,AQS,36,,.
30,30,,,,,,,,,,, , , ,06/30/2016,AQS,41,,.
1,1,25.8,31.1,18.3,1014.6,72.0,0.0,16.1,10.4,37.0,44.6,o, ,o,07/01/2016,AQS,45,,.
2,2,24.3,31.1,21.1,1016.8,57.0,6.1,16.1,16.5,25.9,33.5, , , ,07/02/2016,AQS,25,,.
3,3,21.7,26.7,17.8,1020.1,63.0,1.52,16.1,8.0,16.5,-,o, , ,07/03/2016,AQS,37,,.
4,4,,,,,,,,,,,o, , ,07/04/2016,AQS,55,,.
5,5,,,,,,,,,,,o, , ,07/05/2016,AQS,30,,.
6,6,,,,,,,,,,, , , ,07/06/2016,AQS,40,,.
7,7,29.4,34.4,25.0,1010.0,67.0,0.0,15.9,12.2,20.6,-, , , ,07/07/2016,AQS,46,,.
8,8,28.8,33.9,25.0,1009.5,65.0,0.0,15.9,13.1,38.9,48.2,o, , ,07/08/2016,AQS,45,,.
9,9,28.4,33.9,25.0,1009.1,68.0,0.76,16.1,12.0,38.9,53.5,o, , ,07/09/2016,AQS,32,,.
10,10,,,,,,,,,,, , , ,07/10/2016,AQS,23,,.
11,11,,,,,,,,,,, , , ,07/11/2016,AQS,28,,.
12,12,,,,,,,,,,, , , ,07/12/2016,AQS,32,,.
13,13,27.4,32.2,22.8,1016.7,73.0,0.0,16.1,13.0,20.6,31.7, , , ,07/13/2016,AQS,37,,.
14,14,29.5,36.7,23.9,1013.5,67.0,0.0,16.1,14.8,31.7,42.4, , , ,07/14/2016,AQS,46,,.
15,15,29.7,36.7,23.9,1013.2,57.0,0.0,16.1,13.3,24.1,29.4, , , ,07/15/2016,AQS,30,,.
16,16,,,,,,,,,,,o, ,o,07/16/2016,AQS,32,,.
17,17,,,,,,,,,,,o, , ,07/17/2016,AQS,34,,.
18,18,,,,,,,,,,,o, ,o,07/18/2016,AQS,42,,.
19,19,27.1,35.0,22.8,1019.7,66.0,11.18,16.1,10.7,20.6,-, , , ,07/19/2016,AQS,40,,.
20,20,25.9,31.1,21.0,1021.4,66.0,11.68,15.6,12.4,37.0,59.4,o, ,o,07/20/2016,AQS,53,,.
21,21,26.9,32.2,21.1,1021.3,60.0,0.0,16.1,8.3,22.2,-, , , ,07/21/2016,AQS,55,,.
22,22,,,,,,,,,,, , , ,07/22/2016,AQS,60,,.
23,23,,,,,,,,,,, , , ,07/23/2016,AQS,52,,.
24,24,,,,,,,,,,,o, ,o,07/24/2016,AQS,45,,.
25,25,31.8,37.8,26.7,1013.5,63.0,0.0,16.1,13.3,29.4,40.7,o, ,o,07/25/2016,AQS,54,,.
26,26,31.1,37.8,26.7,1013.4,59.0,0.0,16.1,11.9,20.6,31.7,o, ,o,07/26/2016,AQS,45,,.
27,27,30.9,36.7,26.7,1013.7,53.0,0.0,16.1,9.4,16.5,-, , , ,07/27/2016,AQS,50,,.
28,28,,,,,,,,,,,o, ,o,07/28/2016,AQS,45,,.
29,29,,,,,,,,,,,o, ,o,07/29/2016,AQS,42,,.
30,30,,,,,,,,,,,o, ,o,07/30/2016,AQS,43,,.
31,31,26.9,33.3,23.3,1015.0,76.0,8.38,15.3,9.1,35.2,42.4,o, ,o,07/31/2016,AQS,33,,.
1,1,28.4,33.9,23.9,1015.9,68.0,0.0,16.1,9.8,22.2,-, , , ,08/01/2016,AQS,39,,.
2,2,27.7,33.9,23.9,1016.9,69.0,0.0,16.1,10.0,16.5,-, , , ,08/02/2016,AQS,41,,.
3,3,25.3,32.8,22.2,1019.7,69.0,0.0,16.1,13.9,22.2,-, , , ,08/03/2016,AQS,28,,.
4,4,,,,,,,,,,, , , ,08/04/2016,AQS,26,,.
5,5,,,,,,,,,,, , , ,08/05/2016,AQS,30,,.
6,6,,,,,,,,,,,o, , ,08/06/2016,AQS,40,,.
7,7,27.7,34.4,21.7,1012.5,51.0,1.52,16.1,13.1,20.6,29.4, , , ,08/07/2016,AQS,22,,.
8,8,26.6,33.3,21.7,1016.5,54.0,0.0,16.1,9.8,29.4,40.7, , , ,08/08/2016,AQS,33,,.
9,9,22.5,23.9,21.1,1020.2,71.0,0.0,16.1,6.5,13.0,-, , , ,08/09/2016,AQS,31,,.
10,10,,,,,,,,,,, , , ,08/10/2016,AQS,35,,.
11,11,,,,,,,,,,,o, , ,08/11/2016,AQS,43,,.
12,12,,,,,,,,,,, , , ,08/12/2016,AQS,44,,.
13,13,31.8,38.3,27.2,1013.1,66.0,0.0,16.1,17.6,31.7,44.6, , , ,08/13/2016,AQS,35,,.
14,14,32.8,38.3,27.2,1015.1,57.0,0.0,15.0,15.6,27.8,29.4, , , ,08/14/2016,AQS,26,,.
15,15,29.9,37.8,25.6,1020.4,60.0,0.0,15.3,11.5,44.6,-, , ,o,08/15/2016,AQS,21,,.
16,16,,,,,,,,,,,o, ,o,08/16/2016,AQS,35,,.
17,17,,,,,,,,,,, , , ,08/17/2016,AQS,20,,.
18,18,,,,,,,,,,,o, ,o,08/18/2016,AQS,26,,.
19,19,28.6,33.3,23.3,1014.8,57.0,0.0,16.1,9.8,18.3,-, , , ,08/19/2016,AQS,34,,.
20,20,28.3,33.3,23.3,1012.7,60.0,0.0,15.8,8.3,18.3,-, , , ,08/20/2016,AQS,44,,.
21,21,26.8,32.8,23.9,1010.0,75.0,0.0,15.4,16.1,38.9,50,o, ,o,08/21/2016,AQS,33,,.
22,22,,,,,,,,,,,o, , ,08/22/2016,AQS,19,,.
23,23,,,,,,,,,,, , , ,08/23/2016,AQS,23,,.
24,24,,,,,,,,,,, , , ,08/24/2016,AQS,28,,.
25,25,25.9,31.7,19.4,1019.7,70.0,0.0,16.1,17.2,20.6,-, , , ,08/25/2016,AQS,45,,.
26,26,29.7,35.0,21.7,1017.1,66.0,0.0,16.1,13.3,20.6,35.2, , , ,08/26/2016,AQS,45,,.
27,27,29.8,35.0,25.0,1020.1,59.0,0.0,16.1,10.6,24.1,31.7, , , ,08/27/2016,AQS,49,,.
28,28,,,,,,,,,,, , , ,08/28/2016,AQS,33,,.
29,29,,,,,,,,,,, , , ,08/29/2016,AQS,33,,.
30,30,,,,,,,,,,, , , ,08/30/2016,AQS,36,,.
31,31,27.4,32.8,22.8,1015.5,64.0,0.0,16.1,8.9,22.2,-, , , ,08/31/2016,AQS,52,,.
1,1,25.9,32.8,22.2,1011.6,74.0,0.25,16.1,13.3,24.1,-,o, , ,09/01/2016,AQS,49,,.
2,2,23.9,28.3,19.4,1017.5,57.0,0.51,16.1,17.0,24.1,27.8,o, , ,09/02/2016,AQS,20,,.
3,3,23.8,27.8,19.4,1018.4,60.0,0.0,16.1,23.5,38.9,51.9, , , ,09/03/2016,AQS,22,,.
4,4,,,,,,,,,,, , , ,09/04/2016,AQS,24,,.
5,5,,,,,,,,,,, , , ,09/05/2016,AQS,33,,.
6,6,,,,,,,,,,, , , ,09/06/2016,AQS,40,,.
7,7,28.1,34.4,21.7,1016.5,57.0,0.0,15.9,9.3,20.6,51.9,o, ,o,09/07/2016,AQS,44,,.
8,8,28.6,36.7,22.8,1014.2,68.0,0.51,16.1,13.1,25.9,35.2, , , ,09/08/2016,AQS,53,,.
9,9,30.1,36.7,23.9,1013.4,65.0,0.0,16.1,12.0,18.3,-, , , ,09/09/2016,AQS,52,,.
10,10,,,,,,,,,,, , , ,09/10/2016,AQS,59,,.
11,11,,,,,,,,,,, , , ,09/11/2016,AQS,33,,.
12,12,,,,,,,,,,, , , ,09/12/2016,AQS,21,,.
13,13,25.3,31.7,18.9,1022.0,64.0,0.0,16.1,15.0,24.1,31.7, , , ,09/13/2016,AQS,27,,.
14,14,27.0,35.0,20.6,1019.0,54.0,0.0,16.1,12.4,20.6,-, , , ,09/14/2016,AQS,37,,.
15,15,24.1,35.0,20.6,1021.7,59.0,0.0,16.1,15.6,27.8,33.5, , , ,09/15/2016,AQS,24,,.
16,16,,,,,,,,,,, , , ,09/16/2016,AQS,23,,.
17,17,,,,,,,,,,, , , ,09/17/2016,AQS,42,,.
18,18,,,,,,,,,,, , , ,09/18/2016,AQS,54,,.
19,19,24.8,31.7,21.7,1016.1,89.0,0.0,14.6,11.3,20.6,-,o, , ,09/19/2016,AQS,60,,.
